CLASS_QNAME;CK_NOC;CK_CBO;CK_DIT;CK_RFC;CK_WMC;CK_LCOM;OO_LoC;OO_LCOM2;OO_LCOM3;OO_Ce;OO_Ca
org.apache.commons.functor.core.composite.BinaryCompositeBinaryFunction$Helper;0.0;11.0;1.0;2.0;1.0;0.0;37.0;0.25;0.25;0.0;1.0
org.apache.commons.functor.generator.FilteredGenerator;0.0;21.0;2.0;8.0;11.0;3.0;64.0;0.25;0.3333333333333333;16.0;1.0
org.apache.commons.functor.adapter.IgnoreLeftProcedure;0.0;16.0;1.0;10.0;13.0;9.0;70.0;0.6666666666666667;0.8;13.0;1.0
org.apache.commons.functor.core.algorithm.FoldLeft$FoldLeftHelper;0.0;10.0;1.0;3.0;3.0;0.0;54.0;0.16666666666666663;0.33333333333333326;0.0;1.0
org.apache.commons.functor.adapter.BinaryProcedureBinaryFunction;0.0;15.0;1.0;10.0;14.0;9.0;81.0;0.6666666666666667;0.8;12.0;1.0
org.apache.commons.functor.core.comparator.IsEquivalent;0.0;20.0;1.0;13.0;17.0;15.0;110.0;0.7619047619047619;0.8888888888888888;16.0;1.0
org.apache.commons.functor.adapter.IgnoreLeftPredicate;0.0;15.0;1.0;10.0;14.0;9.0;70.0;0.6666666666666667;0.8;12.0;3.0
org.apache.commons.functor.adapter.PredicateFunction;0.0;13.0;1.0;10.0;14.0;9.0;73.0;0.6666666666666667;0.8;13.0;1.0
org.apache.commons.functor.core.composite.BinaryCompositeBinaryFunction;0.0;21.0;1.0;9.0;11.0;4.0;129.0;0.6666666666666667;0.8333333333333333;12.0;2.0
org.apache.commons.functor.core.composite.And;0.0;9.0;2.0;14.0;12.0;15.0;90.0;1.0;1.2;9.0;1.0
org.apache.commons.functor.core.comparator.IsWithinRange;0.0;14.0;1.0;8.0;14.0;4.0;91.0;0.6;0.75;11.0;1.0
org.apache.commons.functor.core.composite.BasePredicateList;2.0;15.0;1.0;12.0;7.0;18.0;114.0;0.6875;0.7857142857142857;14.0;3.0
org.apache.commons.functor.adapter.RightBoundFunction;0.0;19.0;1.0;10.0;18.0;9.0;85.0;0.5555555555555556;0.6666666666666667;13.0;3.0
org.apache.commons.functor.adapter.LeftBoundProcedure;0.0;20.0;1.0;10.0;17.0;9.0;84.0;0.5555555555555556;0.6666666666666667;14.0;1.0
org.apache.commons.functor.adapter.RightBoundProcedure;0.0;20.0;1.0;10.0;17.0;9.0;84.0;0.5555555555555556;0.6666666666666667;14.0;1.0
